species,breed_size,age,location,food_cost,preventive_cost,grooming_cost,total_annual_cost,risk_tier
Dog,Small,10,Urban,209389,12203,3995,259425,HIGH
Dog,Small,11,Urban,209978,13876,3381,261320,HIGH
Dog,Small,8,Urban,215896,9631,3568,263459,HIGH
Dog,Large,1,Urban,410322,12753,6767,494318,HIGH
Dog,Medium,5,Urban,299103,10341,6050,362818,HIGH
Cat,Medium,6,Urban,301917,11076,4516,365135,HIGH
Cat,Medium,13,Urban,299277,11899,4997,363598,HIGH
Dog,Large,11,Urban,407612,12603,7548,491927,HIGH
Dog,Large,6,Urban,409432,10248,6730,490371,HIGH
Dog,Small,2,Urban,213831,9705,3962,261622,HIGH
Cat,Large,12,Urban,408106,12762,6591,491577,HIGH
Dog,Extra Large,8,Urban,496540,11053,8183,593142,HIGH
Dog,Large,4,Urban,409319,10433,7323,491136,HIGH
Dog,Small,5,Urban,210149,11200,2912,257900,HIGH
Dog,Medium,5,Urban,301825,11321,5049,365924,HIGH
Dog,Large,7,Urban,407415,10902,6811,488897,HIGH
Dog,Medium,8,Urban,302592,11123,6195,367896,HIGH
Cat,Medium,10,Urban,299524,13264,4835,365266,HIGH
Cat,Medium,5,Semi-Urban,305557,6342,5256,364728,HIGH
Dog,Small,3,Semi-Urban,210315,8156,3527,255297,HIGH
Dog,Medium,6,Urban,303807,9360,5350,366294,HIGH
Dog,Large,5,Semi-Urban,406383,9212,6718,485659,HIGH
Dog,Medium,9,Urban,301636,13044,5626,368351,HIGH
Cat,Large,7,Semi-Urban,406864,8019,6990,485153,HIGH
Cat,Large,9,Semi-Urban,407797,10789,6553,488909,HIGH
Dog,Medium,9,Urban,301064,12509,5236,366630,HIGH
Dog,Medium,9,Semi-Urban,303458,10598,5088,367015,HIGH
Cat,Large,12,Semi-Urban,407946,9792,6947,488387,HIGH
Dog,Large,5,Urban,409718,11470,6553,491902,HIGH
Dog,Extra Large,4,Semi-Urban,495287,7692,9195,589000,HIGH
Dog,Medium,5,Urban,299888,9884,4926,361902,HIGH
Dog,Medium,10,Urban,300744,14074,5173,367989,HIGH
Cat,Medium,12,Urban,301800,14015,4579,368453,HIGH
Dog,Extra Large,1,Urban,497784,12327,8798,596745,HIGH
Dog,Large,12,Urban,408566,11179,7311,491114,HIGH
Dog,Large,3,Semi-Urban,409283,8422,6105,487381,HIGH
Dog,Large,8,Urban,408414,9672,6844,488669,HIGH
Cat,Small,13,Urban,211518,11754,3087,260312,HIGH
Dog,Large,10,Urban,407242,12349,6395,489883,HIGH
Dog,Large,7,Urban,405898,9924,6288,485426,HIGH
Cat,Medium,2,Urban,302530,11138,5033,366506,HIGH
Dog,Medium,13,Urban,303794,12848,5507,370471,HIGH
Cat,Extra Large,5,Semi-Urban,492573,8747,8733,586560,HIGH
Dog,Medium,11,Urban,305589,12691,4912,371670,HIGH
Dog,Medium,4,Semi-Urban,300921,8091,4410,360435,HIGH
Cat,Extra Large,4,Urban,500871,8799,7518,594766,HIGH
Cat,Medium,3,Semi-Urban,302685,8293,5248,363659,HIGH
Cat,Small,8,Urban,210714,9267,3527,257034,HIGH
Dog,Small,11,Semi-Urban,212835,9954,4345,261204,HIGH
Dog,Extra Large,8,Semi-Urban,492357,7364,7834,583688,HIGH
Dog,Medium,7,Semi-Urban,302002,8714,5608,363772,HIGH
Dog,Medium,11,Semi-Urban,300834,10825,5090,364261,HIGH
Dog,Small,2,Urban,211306,10247,3238,258509,HIGH
Dog,Extra Large,13,Urban,496953,13751,8858,597496,HIGH
Dog,Medium,1,Urban,301620,14005,4610,368270,HIGH
Dog,Large,3,Semi-Urban,407467,6801,7044,484508,HIGH
Cat,Large,11,Urban,406370,14701,6991,492271,HIGH
Dog,Large,4,Urban,407875,10684,6224,488500,HIGH
Cat,Large,5,Urban,410210,10055,7090,491458,HIGH
Dog,Medium,13,Urban,300391,13125,5130,366442,HIGH
Cat,Extra Large,5,Urban,491899,11400,8313,588353,HIGH
Dog,Small,9,Semi-Urban,214000,9307,3066,260328,HIGH
Dog,Medium,4,Urban,305165,10709,5278,369324,HIGH
Dog,Large,9,Semi-Urban,408823,11355,6378,490539,HIGH
Dog,Medium,3,Urban,302044,10093,4829,364510,HIGH
Dog,Small,3,Semi-Urban,214200,6947,3688,258560,HIGH
Dog,Medium,6,Urban,304317,10419,5304,368046,HIGH
Dog,Extra Large,5,Semi-Urban,497147,8123,8338,590649,HIGH
Cat,Large,11,Urban,408395,13357,7024,493092,HIGH
Dog,Medium,5,Urban,303053,9545,5524,365840,HIGH
Dog,Medium,10,Semi-Urban,304742,11298,5328,369573,HIGH
Dog,Large,10,Urban,409685,13899,6751,494885,HIGH
Dog,Medium,3,Urban,300057,11009,5275,363792,HIGH
Dog,Medium,8,Urban,301433,9306,4928,363017,HIGH
Dog,Medium,2,Semi-Urban,302782,8324,4299,362715,HIGH
Cat,Large,8,Urban,405283,11384,6844,487037,HIGH
Dog,Small,8,Urban,210916,11647,4173,260746,HIGH
Dog,Large,2,Semi-Urban,406676,8556,7205,485802,HIGH
Dog,Small,1,Urban,212828,13097,3523,263865,HIGH
Dog,Medium,13,Urban,300604,13653,5581,367813,HIGH
Dog,Medium,9,Semi-Urban,303570,9762,3906,364823,HIGH
Cat,Medium,7,Urban,302016,10212,6205,366197,HIGH
Dog,Large,10,Urban,411245,12802,6471,495095,HIGH
Dog,Medium,7,Semi-Urban,305742,8537,4508,366605,HIGH
Cat,Small,12,Urban,214958,12485,3584,265681,HIGH
Dog,Small,1,Semi-Urban,217508,10720,3744,266767,HIGH
Dog,Medium,2,Urban,295394,9893,4794,356593,HIGH
Dog,Large,5,Urban,406543,9210,6451,485534,HIGH
Dog,Small,6,Urban,211412,8892,3994,257942,HIGH
Dog,Medium,6,Urban,302651,10758,5212,366414,HIGH
Dog,Medium,5,Urban,305990,10319,4844,369325,HIGH
Dog,Large,7,Urban,412012,10142,6597,493063,HIGH
Dog,Extra Large,7,Semi-Urban,501745,7960,8287,595690,HIGH
Dog,Large,4,Semi-Urban,409430,6719,7595,487305,HIGH
Dog,Medium,3,Urban,300478,11198,5362,364593,HIGH
Dog,Extra Large,5,Urban,496838,11448,7912,593627,HIGH
Dog,Large,2,Urban,408746,10694,7547,491035,HIGH
Dog,Large,11,Urban,407102,14495,7307,493239,HIGH
Dog,Medium,8,Urban,301548,10921,4883,364954,HIGH
Dog,Medium,4,Urban,300637,9342,4751,361939,HIGH
Dog,Large,12,Urban,407848,12053,7435,491436,HIGH
Dog,Medium,10,Urban,300802,12330,4485,365259,HIGH
Cat,Large,13,Urban,409116,13212,6663,493339,HIGH
Dog,Medium,2,Semi-Urban,300686,7863,4136,359587,HIGH
Dog,Medium,5,Semi-Urban,302890,8709,4205,363174,HIGH
Dog,Large,6,Urban,407599,9813,5952,486868,HIGH
Cat,Medium,7,Semi-Urban,301264,8058,5607,362168,HIGH
Cat,Medium,6,Urban,303309,10279,5270,366686,HIGH
Dog,Large,6,Urban,408731,8825,7738,489088,HIGH
Dog,Extra Large,4,Urban,496443,9975,7735,591275,HIGH
Cat,Large,12,Semi-Urban,409931,10062,7195,491266,HIGH
Dog,Medium,5,Urban,302517,10965,4621,365818,HIGH
Cat,Small,7,Urban,217790,8990,3035,264287,HIGH
Dog,Large,4,Urban,407258,9966,6673,487481,HIGH
Dog,Small,6,Urban,213615,8949,3304,259748,HIGH
Dog,Large,11,Semi-Urban,403255,10242,6711,483239,HIGH
Dog,Medium,4,Urban,301186,10483,4099,363133,HIGH
Cat,Medium,6,Urban,295827,9991,5448,357955,HIGH
Dog,Large,6,Urban,406580,8314,6540,484649,HIGH
Dog,Small,6,Urban,213687,9821,2675,260110,HIGH
Cat,Extra Large,7,Urban,495659,9236,8618,590539,HIGH
Dog,Medium,5,Semi-Urban,301832,7425,4944,361331,HIGH
Dog,Medium,11,Semi-Urban,299435,12007,5200,364138,HIGH
Cat,Medium,9,Urban,303965,13832,4763,370944,HIGH
Dog,Medium,12,Urban,297925,13268,4968,363585,HIGH
Dog,Large,2,Semi-Urban,407709,7848,6542,485413,HIGH
Cat,Large,10,Urban,408985,12753,6460,492427,HIGH
Dog,Medium,6,Semi-Urban,303249,9319,4511,364640,HIGH
Dog,Large,8,Urban,407229,10524,7255,488759,HIGH
Dog,Small,6,Semi-Urban,216112,8694,3579,262642,HIGH
Dog,Small,1,Urban,214168,12978,3417,265147,HIGH
Dog,Medium,4,Semi-Urban,304290,8896,4232,365030,HIGH
Cat,Large,1,Urban,413647,12313,6303,497102,HIGH
Dog,Small,4,Semi-Urban,214120,8697,3333,260072,HIGH
Dog,Large,13,Semi-Urban,409178,9949,6445,489407,HIGH
Dog,Small,6,Semi-Urban,215036,8197,4807,262246,HIGH
Dog,Large,3,Urban,410037,9551,7532,491188,HIGH
Dog,Medium,10,Urban,300844,12061,4420,364923,HIGH
Dog,Medium,5,Urban,302141,9668,5002,364332,HIGH
Dog,Medium,13,Urban,301298,13076,4294,366468,HIGH
Dog,Medium,1,Urban,298773,11843,5982,364087,HIGH
Cat,Medium,9,Urban,302474,12295,5411,368207,HIGH
Dog,Large,10,Urban,406024,14343,6825,491270,HIGH
Dog,Extra Large,8,Semi-Urban,498895,8149,7389,591597,HIGH
Dog,Medium,1,Urban,301053,12399,5481,366772,HIGH
Dog,Medium,9,Semi-Urban,304313,9970,5207,367413,HIGH
Dog,Small,10,Urban,213571,13165,3697,264997,HIGH
Cat,Medium,10,Urban,299353,13635,5848,366661,HIGH
Dog,Large,13,Semi-Urban,404218,9560,6783,483645,HIGH
Dog,Extra Large,7,Urban,497670,8750,8060,591652,HIGH
Cat,Medium,11,Urban,301909,12595,4648,367024,HIGH
Cat,Large,3,Semi-Urban,408889,8152,6982,487626,HIGH
Dog,Large,2,Semi-Urban,409142,7723,7247,487728,HIGH
Dog,Large,13,Semi-Urban,408575,10922,6447,489835,HIGH
Dog,Medium,10,Urban,302915,13424,4594,369072,HIGH
Dog,Medium,9,Urban,302528,12201,5074,367773,HIGH
Dog,Extra Large,6,Semi-Urban,495410,9052,8781,590229,HIGH
Dog,Medium,2,Semi-Urban,299866,6791,5311,358763,HIGH
Dog,Large,9,Semi-Urban,405334,9579,7272,485512,HIGH
Dog,Medium,10,Urban,300433,12336,4468,364822,HIGH
Dog,Medium,12,Urban,301106,12676,4738,366298,HIGH
Cat,Medium,3,Semi-Urban,299354,8113,5397,359793,HIGH
Dog,Large,3,Urban,407710,11070,6966,489607,HIGH
Dog,Large,12,Urban,408157,13452,6260,492049,HIGH
Dog,Extra Large,13,Urban,499695,12154,8076,597913,HIGH
Dog,Large,7,Urban,403626,10283,6728,483732,HIGH
Dog,Large,1,Urban,409071,12922,7229,493605,HIGH
Dog,Medium,10,Urban,303290,11831,4598,367676,HIGH
Dog,Large,12,Urban,408340,12066,7006,491523,HIGH
Dog,Medium,2,Urban,303426,12513,4752,368794,HIGH
Cat,Large,8,Urban,408633,10394,6614,489487,HIGH
Dog,Extra Large,1,Urban,496109,13782,9261,597024,HIGH
Dog,Large,2,Urban,408437,10211,6977,489468,HIGH
Dog,Extra Large,7,Semi-Urban,494835,7993,8922,588512,HIGH
Dog,Small,4,Urban,211063,9954,3195,257843,HIGH
Dog,Large,11,Urban,408918,12973,7462,493755,HIGH
Dog,Medium,4,Semi-Urban,304371,8750,6317,367353,HIGH
Dog,Medium,9,Semi-Urban,303281,10020,5013,366061,HIGH
Dog,Medium,1,Urban,300689,12723,4331,365404,HIGH
Dog,Small,9,Semi-Urban,214510,11111,3781,263812,HIGH
Dog,Large,9,Semi-Urban,409815,9714,7080,490600,HIGH
Dog,Large,8,Semi-Urban,409011,8948,7395,489157,HIGH
Dog,Medium,6,Urban,304871,9614,4952,367352,HIGH
Dog,Medium,4,Semi-Urban,305925,7302,5965,367070,HIGH
Cat,Medium,13,Urban,301444,11858,5370,366472,HIGH
Cat,Large,5,Urban,409149,9204,6472,488548,HIGH
Dog,Medium,10,Urban,300998,11800,5335,365852,HIGH
Dog,Medium,10,Urban,301124,14113,5184,368484,HIGH
Cat,Large,5,Urban,409270,9558,6626,489272,HIGH
Dog,Large,10,Semi-Urban,407781,11769,6582,490051,HIGH
Dog,Extra Large,4,Urban,498382,9954,8302,594133,HIGH
Dog,Small,8,Urban,212026,10771,3540,260287,HIGH
Cat,Small,11,Urban,213460,11945,3344,263061,HIGH
Dog,Medium,13,Semi-Urban,300919,10858,5175,364494,HIGH
Dog,Small,13,Urban,213487,13924,3421,265456,HIGH
Dog,Large,9,Semi-Urban,409055,9931,6395,489188,HIGH
Dog,Large,7,Urban,409444,9712,6090,489032,HIGH
Cat,Large,7,Urban,413712,10322,7177,495892,HIGH
Dog,Medium,8,Semi-Urban,302312,8688,6060,364619,HIGH
Dog,Small,7,Urban,214271,11245,3990,263931,HIGH
Dog,Large,1,Urban,408827,13984,7046,494335,HIGH
Cat,Medium,5,Urban,303509,9875,4611,365694,HIGH
Dog,Medium,11,Urban,301075,13382,4546,366853,HIGH
Dog,Extra Large,13,Urban,497162,11870,8576,595249,HIGH
Cat,Large,10,Urban,404570,12958,6850,488034,HIGH
Dog,Medium,4,Urban,300876,9831,4985,363045,HIGH
Dog,Small,2,Urban,211895,10365,3620,259762,HIGH
Dog,Extra Large,12,Urban,498099,13999,8247,598396,HIGH
Dog,Medium,5,Urban,302894,10657,4581,365851,HIGH
Dog,Large,11,Urban,411566,12349,6992,495543,HIGH
Dog,Medium,7,Semi-Urban,302471,8274,4755,362825,HIGH
Dog,Medium,11,Urban,303795,13788,4550,370452,HIGH
Dog,Medium,3,Urban,303501,11609,5159,368309,HIGH
Cat,Medium,11,Urban,301857,12694,4539,366953,HIGH
Cat,Small,5,Urban,215687,9517,4676,264362,HIGH
Dog,Small,1,Semi-Urban,209957,8539,3009,254730,HIGH
Cat,Small,10,Urban,212285,11848,4023,262379,HIGH
Dog,Medium,7,Urban,300437,10311,5192,363331,HIGH
Dog,Small,3,Semi-Urban,214567,8860,3137,260548,HIGH
Dog,Medium,13,Urban,301271,12836,4597,366509,HIGH
Dog,Small,9,Semi-Urban,213257,10957,3569,261950,HIGH
Dog,Medium,2,Urban,301892,10021,6010,365611,HIGH
Cat,Medium,10,Semi-Urban,301321,10010,5093,363887,HIGH
Dog,Medium,12,Urban,301641,11956,6081,367629,HIGH
Cat,Medium,3,Urban,301691,9937,4776,363864,HIGH
Dog,Extra Large,11,Urban,499629,13160,8103,599025,HIGH
Dog,Large,2,Urban,410254,10274,6674,491282,HIGH
Dog,Small,13,Semi-Urban,211596,11205,3908,260715,HIGH
Dog,Medium,13,Urban,298802,12616,5366,364301,HIGH
Dog,Medium,7,Urban,297678,9174,4657,358235,HIGH
Dog,Medium,5,Semi-Urban,305200,8529,5715,367360,HIGH
Dog,Medium,9,Urban,303818,14718,4946,372004,HIGH
Dog,Medium,11,Semi-Urban,305696,8899,4675,367160,HIGH
Dog,Small,2,Urban,216115,10513,4199,265451,HIGH
Dog,Small,5,Urban,207634,9205,3220,253067,HIGH
Dog,Extra Large,5,Semi-Urban,497030,8072,8464,590600,HIGH
Dog,Medium,3,Urban,301475,10603,5934,365713,HIGH
Dog,Medium,12,Semi-Urban,306886,8652,5825,369567,HIGH
Dog,Large,5,Urban,407211,10347,6134,487245,HIGH
Cat,Extra Large,5,Semi-Urban,500723,6582,8035,592641,HIGH
Dog,Small,5,Urban,213903,10815,3682,262660,HIGH
Dog,Medium,10,Semi-Urban,301967,10405,5748,365838,HIGH
Cat,Medium,4,Semi-Urban,301390,6801,4469,359559,HIGH
Cat,Medium,1,Urban,305221,11991,4696,370194,HIGH
Dog,Extra Large,9,Semi-Urban,496300,10905,7972,592453,HIGH
Dog,Medium,3,Semi-Urban,299430,8695,4807,359871,HIGH
Dog,Medium,8,Urban,302535,10233,5794,366346,HIGH
Dog,Large,4,Semi-Urban,409985,8109,5520,487156,HIGH
Dog,Medium,13,Semi-Urban,302082,9496,4987,364049,HIGH
Cat,Medium,4,Semi-Urban,298202,8126,5711,358844,HIGH
Dog,Small,13,Urban,211192,13654,2832,261829,HIGH
Dog,Large,1,Urban,405191,12413,6474,487689,HIGH
Dog,Small,6,Urban,208815,9070,3266,254323,HIGH
Dog,Large,10,Semi-Urban,409475,11188,7555,492450,HIGH
Dog,Extra Large,1,Semi-Urban,497733,9600,8339,593022,HIGH
Dog,Large,9,Urban,407327,12580,6999,490941,HIGH
Dog,Medium,9,Urban,302998,12763,5194,369098,HIGH
Dog,Large,5,Urban,412965,10104,6622,494144,HIGH
Dog,Small,8,Urban,215300,10305,3016,262914,HIGH
Dog,Extra Large,10,Urban,496853,13024,8712,596377,HIGH
Dog,Medium,12,Urban,300715,12903,5469,366950,HIGH
Cat,Large,7,Urban,407451,9294,6775,487048,HIGH
Dog,Small,11,Urban,213247,12973,3679,264383,HIGH
Dog,Medium,6,Urban,298856,8354,4937,358969,HIGH
Dog,Medium,7,Urban,297866,9392,4918,359002,HIGH
Cat,Medium,13,Semi-Urban,303175,10022,5700,366731,HIGH
Dog,Large,6,Urban,406128,9105,6653,485168,HIGH
Cat,Large,12,Urban,408408,13464,6482,492607,HIGH
Cat,Medium,12,Urban,305217,12207,4838,370601,HIGH
Dog,Small,9,Semi-Urban,210045,9520,3639,256684,HIGH
Dog,Extra Large,13,Urban,495414,13667,9414,596269,HIGH
Cat,Large,5,Semi-Urban,405650,6797,6396,481669,HIGH
Cat,Large,7,Urban,409827,9550,7458,490860,HIGH
Dog,Small,9,Semi-Urban,210089,10872,3760,258429,HIGH
Dog,Small,12,Semi-Urban,210571,10441,3986,258747,HIGH
Dog,Medium,7,Urban,300625,10560,5538,364231,HIGH
Cat,Medium,8,Semi-Urban,302169,8706,6031,364441,HIGH
Dog,Small,5,Semi-Urban,214135,8686,3813,260629,HIGH
Dog,Small,13,Urban,216229,12137,3449,266587,HIGH
Cat,Medium,6,Semi-Urban,300520,7691,5470,360733,HIGH
Dog,Medium,9,Urban,301223,13046,4311,366367,HIGH
Cat,Large,7,Urban,406496,10220,7323,487644,HIGH
Dog,Large,2,Urban,407773,9506,6892,487796,HIGH
Dog,Large,10,Urban,409351,14052,7465,495498,HIGH
Dog,Small,4,Urban,213876,10097,2648,260614,HIGH
Dog,Small,1,Semi-Urban,209869,10453,3034,256859,HIGH
Cat,Medium,5,Urban,300585,10602,5199,363843,HIGH
Dog,Large,3,Urban,410698,9201,7010,490945,HIGH
Dog,Medium,4,Urban,301401,9921,4939,363700,HIGH
Dog,Small,3,Urban,211939,9382,3439,258474,HIGH
Cat,Extra Large,6,Urban,500084,9282,7125,593964,HIGH
Dog,Medium,8,Urban,300218,8189,4172,359465,HIGH
Dog,Large,11,Urban,410397,12869,6863,494648,HIGH
Dog,Large,10,Urban,407551,12491,6669,490717,HIGH
Cat,Medium,6,Urban,303018,9113,5332,365082,HIGH
Dog,Medium,1,Urban,302521,12779,5579,369010,HIGH
Dog,Large,3,Urban,403990,9398,6046,482349,HIGH
Dog,Medium,5,Urban,303552,10211,5809,367507,HIGH
Dog,Medium,1,Urban,300117,14325,5108,367482,HIGH
Dog,Large,5,Semi-Urban,408540,8637,6588,487329,HIGH
Dog,Medium,13,Urban,300893,12821,4887,366391,HIGH
Cat,Large,6,Urban,411208,10549,6990,493059,HIGH
Cat,Small,5,Urban,212300,10221,3199,259578,HIGH
Dog,Medium,8,Urban,302117,9650,4694,363930,HIGH
Dog,Extra Large,13,Urban,495665,12267,8004,593326,HIGH
Dog,Medium,13,Urban,301247,13920,5003,368195,HIGH
Dog,Large,2,Urban,406657,9135,7192,486431,HIGH
Dog,Small,8,Urban,214427,10268,4428,263491,HIGH
Dog,Small,1,Urban,211302,13765,3743,263131,HIGH
Dog,Large,2,Urban,410158,10728,7249,492355,HIGH
Dog,Medium,8,Urban,303384,9112,4848,364945,HIGH
Dog,Small,2,Urban,215142,9134,3350,261769,HIGH
Cat,Extra Large,9,Semi-Urban,495803,9687,7401,589824,HIGH
Dog,Medium,4,Urban,300157,10361,4858,362682,HIGH
Dog,Small,9,Semi-Urban,216757,10051,4437,265931,HIGH
Cat,Medium,13,Semi-Urban,302719,11563,5090,367277,HIGH
Cat,Large,13,Urban,409609,13061,6865,493965,HIGH
Dog,Medium,10,Urban,299370,11635,5111,363533,HIGH
Dog,Large,13,Urban,411666,12527,7179,496077,HIGH
Dog,Large,13,Semi-Urban,408232,11671,7246,491221,HIGH
Dog,Small,9,Urban,214221,14338,4136,267599,HIGH
Dog,Medium,13,Urban,302475,12038,5219,367691,HIGH
Cat,Medium,2,Urban,300159,10228,5179,362900,HIGH
Dog,Medium,9,Urban,304408,13084,5218,371116,HIGH
Dog,Medium,6,Semi-Urban,300926,7888,4771,360622,HIGH
Cat,Extra Large,2,Urban,495752,9818,8853,591586,HIGH
Cat,Medium,11,Urban,304084,12388,4321,368911,HIGH
Cat,Large,7,Semi-Urban,404073,7023,6756,480529,HIGH
Dog,Small,13,Urban,212355,12080,3986,262684,HIGH
Dog,Large,9,Urban,407734,13574,7242,492832,HIGH
Dog,Small,2,Urban,216191,9237,3912,263741,HIGH
Dog,Small,13,Urban,214172,11698,3324,263573,HIGH
Cat,Large,8,Urban,410788,9032,6421,490177,HIGH
Dog,Medium,5,Urban,302128,10130,5144,365012,HIGH
Dog,Medium,4,Urban,299989,10408,5389,363153,HIGH
Dog,Small,11,Semi-Urban,214264,11294,2660,262450,HIGH
Cat,Medium,6,Urban,299284,10810,5610,363059,HIGH
Cat,Extra Large,5,Urban,497991,10716,8705,595023,HIGH
Dog,Small,12,Semi-Urban,212286,10221,3413,259808,HIGH
Dog,Small,5,Urban,212146,10812,4275,261317,HIGH
Cat,Small,11,Urban,210312,13118,3708,261208,HIGH
Dog,Small,7,Urban,212371,10484,3749,260594,HIGH
Dog,Large,7,Urban,408460,9026,7466,488694,HIGH
Cat,Small,7,Urban,213644,9602,3502,260760,HIGH
Dog,Medium,6,Urban,300695,9382,4830,362143,HIGH
Dog,Large,13,Urban,407996,12266,6453,490722,HIGH
Dog,Extra Large,5,Urban,497884,10827,8208,594456,HIGH
Dog,Large,8,Urban,407115,10684,5847,487192,HIGH
Dog,Medium,4,Semi-Urban,299772,8497,5724,361091,HIGH
Dog,Small,12,Semi-Urban,213668,11035,3037,261901,HIGH
Cat,Medium,2,Urban,300365,11164,5441,364515,HIGH
Dog,Large,1,Urban,409375,12696,6916,493335,HIGH
Dog,Small,13,Semi-Urban,211549,9998,3215,258476,HIGH
Dog,Large,5,Urban,405261,9460,7403,485442,HIGH
Dog,Large,3,Semi-Urban,407850,8319,6432,485991,HIGH
Dog,Large,12,Semi-Urban,410277,9410,7429,491183,HIGH
Dog,Small,2,Semi-Urban,209914,7239,4424,254813,HIGH
Cat,Small,5,Semi-Urban,213982,7676,2915,258258,HIGH
Dog,Large,9,Urban,407048,12968,7242,491346,HIGH
Dog,Large,2,Urban,406662,9597,6646,486340,HIGH
Dog,Medium,9,Urban,302937,12173,4952,368071,HIGH
Cat,Medium,2,Urban,303146,10242,5352,366551,HIGH
Dog,Large,11,Urban,408356,13601,6936,493226,HIGH
Dog,Medium,6,Urban,297705,8282,4571,357141,HIGH
Dog,Medium,8,Urban,301130,8951,5630,363067,HIGH
Dog,Medium,10,Urban,298293,14326,5199,365490,HIGH
Cat,Small,6,Urban,213449,10157,3395,261051,HIGH
Dog,Large,11,Urban,408279,13461,6930,492970,HIGH
Cat,Small,7,Urban,212175,11257,3677,261175,HIGH
Dog,Large,5,Urban,408412,10073,6901,489193,HIGH
Dog,Small,5,Urban,212115,9592,3266,258718,HIGH
Cat,Medium,13,Urban,301561,12473,4464,366272,HIGH
Dog,Large,5,Semi-Urban,404831,8143,6142,481983,HIGH
Dog,Large,10,Urban,409808,11498,6758,492273,HIGH
Dog,Extra Large,9,Semi-Urban,496813,10060,7511,591541,HIGH
Dog,Small,12,Urban,214579,12698,4387,266413,HIGH
Dog,Medium,2,Semi-Urban,302836,9182,4718,364246,HIGH
Dog,Large,3,Urban,406482,9685,6601,486183,HIGH
Dog,Medium,4,Urban,302471,10059,5223,365415,HIGH
Dog,Large,5,Semi-Urban,407726,8952,6780,486976,HIGH
Cat,Medium,4,Urban,300342,9237,4950,361708,HIGH
Dog,Medium,5,Urban,299574,10416,5357,362649,HIGH
Dog,Medium,10,Urban,302091,11904,5226,367104,HIGH
Dog,Large,5,Urban,406875,10758,6202,487410,HIGH
Cat,Small,9,Semi-Urban,211463,10872,3417,259614,HIGH
Dog,Small,13,Urban,211565,13430,3488,262755,HIGH
Dog,Large,4,Urban,407431,9994,6494,487506,HIGH
Dog,Extra Large,1,Urban,497172,13247,8448,596697,HIGH
Cat,Medium,2,Urban,300774,8538,5276,361776,HIGH
Dog,Medium,4,Semi-Urban,301385,7662,4846,360976,HIGH
Cat,Medium,10,Semi-Urban,298753,11519,5868,363561,HIGH
Cat,Medium,8,Urban,300975,10021,5148,363565,HIGH
Cat,Medium,6,Semi-Urban,302345,7463,4850,361856,HIGH
Dog,Medium,12,Urban,299870,12842,6401,366979,HIGH
Cat,Medium,12,Urban,303384,12632,6027,370349,HIGH
Dog,Medium,8,Semi-Urban,303554,7115,4706,362681,HIGH
Dog,Medium,12,Urban,307830,12908,5574,375258,HIGH
Cat,Medium,7,Urban,301845,9973,4508,363774,HIGH
Dog,Medium,5,Urban,300802,10102,6790,365348,HIGH
Dog,Large,11,Urban,409258,14454,7579,495984,HIGH
Dog,Medium,4,Semi-Urban,300797,9653,5983,363897,HIGH
Dog,Medium,13,Semi-Urban,300859,12193,3831,364415,HIGH
Dog,Extra Large,10,Urban,495031,11863,7812,591911,HIGH
Dog,Large,4,Semi-Urban,407399,7538,6471,484619,HIGH
Dog,Small,9,Semi-Urban,210375,9470,3952,257366,HIGH
Dog,Small,13,Semi-Urban,214508,11123,3603,263619,HIGH
Dog,Large,10,Urban,406858,13097,7134,491152,HIGH
Dog,Medium,9,Urban,301753,12976,4960,367642,HIGH
Dog,Medium,3,Semi-Urban,301956,9213,4304,362793,HIGH
Dog,Small,7,Urban,212177,10335,4284,260815,HIGH
Dog,Medium,4,Urban,295435,9336,4687,355876,HIGH
Dog,Medium,13,Urban,301473,13875,5593,369082,HIGH
Dog,Medium,5,Urban,303331,9309,5038,365329,HIGH
Cat,Extra Large,9,Urban,495765,13180,7809,594267,HIGH
Dog,Small,4,Semi-Urban,210806,8882,4163,257428,HIGH
Dog,Medium,1,Semi-Urban,302922,10991,5231,367015,HIGH
Cat,Medium,3,Urban,301327,10076,5250,364150,HIGH
Dog,Large,3,Urban,410701,10021,7009,491890,HIGH
Dog,Medium,1,Semi-Urban,300721,10252,5687,364159,HIGH
Cat,Large,13,Semi-Urban,408832,11092,7216,491211,HIGH
Dog,Small,3,Urban,210351,10507,3621,258150,HIGH
Dog,Large,13,Urban,405468,13107,7587,490086,HIGH
Dog,Medium,11,Urban,302376,12525,6183,369246,HIGH
Dog,Medium,5,Urban,303935,10066,4779,366597,HIGH
Dog,Large,9,Urban,411992,13431,7786,498190,HIGH
Dog,Small,3,Urban,214641,8725,3548,260951,HIGH
Cat,Large,7,Urban,407777,9395,7315,488160,HIGH
Cat,Large,7,Urban,409175,10948,7140,491352,HIGH
Dog,Large,3,Urban,408552,10049,7767,490323,HIGH
Dog,Extra Large,7,Urban,497712,10306,8063,593493,HIGH
Dog,Medium,12,Urban,302848,13032,5324,369384,HIGH
Dog,Small,3,Urban,214072,10776,4223,263431,HIGH
Cat,Large,4,Urban,409610,11165,6891,491815,HIGH
Dog,Medium,6,Semi-Urban,302042,9887,5451,364987,HIGH
Dog,Medium,4,Semi-Urban,300444,7151,5194,359707,HIGH
Dog,Large,11,Semi-Urban,407685,10084,7048,488539,HIGH
Dog,Small,1,Urban,212710,11630,3732,262282,HIGH
